Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
smiley,Sleepy & Unwell,🥶,Cold Face,cold-face,/cold-face,"An icy-blue face with gritted teeth usually depicted with icicles clinging to its cheeks or jaw, as if frozen from extreme cold. May also represent unfriendliness (slang, cold ) or excellence (slang, cool or chill ). Apple’s design features the same expression as its 😬 Grimacing Face . Huawei's design has a chipped 🦷 Tooth .",U+1F976
smiley,Sleepy & Unwell,🥴,Woozy Face,woozy-face,/woozy-face,"A yellow face with a crumpled mouth and a cockeyed expression, as if tired and emotional from inebriation or smitten with love. Depicted with raised or furrowed eyebrows and at least one eye half-open. WhatsApp's design features a tongue hanging out. Meaning widely varies, but commonly conveys intoxication or infatuation. Its dazed expression may also represent such feelings or states as bewilderment, irritation, disgust, exhaustion, wackiness, or complete satisfaction.",U+1F974
smiley,Sleepy & Unwell,😵,Face with Crossed-Out Eyes,dizzy-face,/dizzy-face,"A yellow face with X’s for eyes and a round, open mouth. Often depicted with raised or furrowed eyebrows. Facebook’s design features a purple forehead. Previously displayed with spiral eyes on some platforms . May convey a heightened or hyperbolic sense of such feelings as shock, surprise, disbelief, awe, and amazement, as if staggered to the point of disorientation (i.e., dizzy ). May also represent sickness , nausea , intoxication , and death , e.g., slang I’m dead! Not to be confused with 😲 Astonished Face , which previously featured X-shaped eyes on several platforms , nor 😵‍💫 Face with Spiral Eyes which consistently displays spiral eyes on all platforms. Unlike other vendors, Huawei's design features a 💫 Dizzy symbol atop this emoji's head.",U+1F635
smiley,Sleepy & Unwell,🥱,Yawning Face,yawning-face,/yawning-face,"A yellow face with eyes closed and mouth wide open covered by a hand. Captured mid-yawn, this may represent having insufficient sleep, or to imply boredom with a person or topic. Not to be confused with 😪 Sleepy Face or 😴 Sleeping Face , which often convey actually being asleep, or 😫 Tired Face which is tired as in ""fed up"".",U+1F971
smiley,Concerned & Negative,😕,Confused Face,confused-face,/confused-face,"A yellow face with open eyes and a skewed frown, as if scrunching its cheeks or chewing its lips. A look of feeling unsure. While it can convey confusion or hesitation, it is also commonly used for slight sadness, disappointment, and frustration. Huawei's design for this emoji includes a ❓ Red Question Mark . Samsung previously included raised eyebrows, as did Microsoft along with a rotated S-shaped mouth, à la the :S emoticon. Google’s design also previously included a furrowed brow.",U+1F615
smiley,Concerned & Negative,🫤,Face with Diagonal Mouth,face-with-diagonal-mouth,/face-with-diagonal-mouth,"A yellow face with a closed slanted mouth. Can be used to express skepticism, confusion, or frustration.",U+1FAE4
smiley,Concerned & Negative,😟,Worried Face,worried-face,/worried-face,"A yellow face with open eyes, raised or furrowed eyebrows, and a broad frown. May convey a variety of moderately sad or tense emotions, including concern, anxiety, alarm, disappointment, and unhappiness. Apple’s design features the same eye expression as on its 😯 Hushed Face . Not to be confused with 😲  Astonished Face or 😵 Dizzy Face . Samsung’s design previously included sweat droplets coming from its cheeks, a shorthand for anxiety in manga and anime.",U+1F61F
smiley,Concerned & Negative,🙁,Slightly Frowning Face,slightly-frowning-face,/slightly-frowning-face,"A yellow face with simple, open eyes and a slight frown. Often conveys a mild degree of concern, disappointment, or sadness, but usually less intensely than ☹️ Frowning Face . Samsung and Facebook previously included eyebrows.",U+1F641
smiley,Concerned & Negative,☹️,Frowning Face,frowning-face,/frowning-face,"A classic sad face. A yellow face with simple, open eyes and wide, steep frown. May convey such feelings as moderate concern or disappointment and affectionate sadness, as when missing a loved one. Its sentiment is usually more intense than 🙁 Slightly Frowning Face , which has a smaller frown. This smiley predates Unicode emoji support. In its Unicode name of White Frowning Face , white does not refer to skin tone or ethnicity, although Samsung’s early designs colored the face white. See the glossary for the term white in Unicode character names.","U+2639,U+FE0F"
smiley,Concerned & Negative,😮,Face with Open Mouth,face-with-open-mouth,/face-with-open-mouth,"A yellow face with small, open eyes and a large, round mouth, slack with surprise or shock, as if saying Wow! or Oh my! May convey such feelings as awe or disbelief, often milder or more ironic in tone than 😱 Face Screaming in Fear .",U+1F62E
smiley,Concerned & Negative,😯,Hushed Face,hushed-face,/hushed-face,"A yellow face with small, open eyes, raised eyebrows, and a small, open mouth, as if it has been hushed by concern or correction. Meaning widely varies, but its expression is commonly taken as surprise, embarrassment, or mild excitement. Similar to 😲 Astonished Face , which features larger eyes and mouth. Google previously interpreted hushed as ""silenced,"" depicting the emoji with a zipper mouth until Android 6.0.1 . An early Microsoft design featured a face with closed eyes and a flat, closed mouth.",U+1F62F
smiley,Concerned & Negative,😲,Astonished Face,astonished-face,/astonished-face,"A yellow face with open eyes, raised eyebrows, and an open mouth, as if gasping in shock or surprise. Often depicted showing its upper teeth. May convey a wide range of emotions, including awe, amazement, admiration, disbelief, excitement, or concern. Similar to 😯 Hushed Face , which features smaller eyes and mouth. Several earlier designs, including Apple’s , displayed X-shaped eyes, making the emoji resemble 😵 Dizzy Face . Google’s design previously depicted a wobbly expression, as if inebriated . Huawei's design for this emoji includes a 💥 Collision -like symbol behind its head, emphasising its astonishment.",U+1F632
smiley,Concerned & Negative,😳,Flushed Face,flushed-face,/flushed-face,"A yellow face with raised eyebrows, a small, closed mouth, wide, white eyes staring straight ahead, and blushing cheeks. Intended to depict such feelings as embarrassment, but meaning very widely varies. Other senses include flattery, surprise, disbelief, admiration, affection, and excitement. Google's design previously featured a more bashful expression and Samsung , a more ashamed one. An early Microsoft design featured an awkward smile.",U+1F633
smiley,Concerned & Negative,🥺,Pleading Face,pleading-face,/pleading-face,"A yellow face with furrowed eyebrows, a small frown, and large, “puppy dog” eyes, as if begging, pleading, or yearning (possibly even in a NSFW manner, depending on the context). May also represent adoration or feeling touched by a loving gesture. Huawei's design for this emoji includes a pair of 🙏 Folded Hands . At its peak the Pleading Face was the third most popular emoji used on Twitter , and was the most commonly found emoji in tweets that include hearts . Used in sequence with pointing hands to indicate a bashful or shy pose (🥺👉👈) particularly on TikTok .",U+1F97A
smiley,Concerned & Negative,🥹,Face Holding Back Tears,face-holding-back-tears,/face-holding-back-tears,"A yellow face with tears welling up at the bottom of its two large eyes. May be used to express a range of emotions including sadness, anger, embarrassment, admiration, and gratitude. 🥲 Smiling Face with Tear and 🥺 Pleading Face can be used in some similar contexts. Unlike other vendors, Huawei's design shows this emoji holding its hands expectantly against its cheeks.",U+1F979
smiley,Concerned & Negative,😦,Frowning Face with Open Mouth,frowning-face-with-open-mouth,/frowning-face-with-open-mouth,"A yellow face with small, open eyes and an open frown. Samsung’s design shows upper teeth and tongue. Meaning widely varies, but may convey mild sadness, disappointment, concern, and amazement. An early Microsoft design showed a face with its eyebrows contorted in anger .",U+1F626
smiley,Concerned & Negative,😧,Anguished Face,anguished-face,/anguished-face,"A yellow face with small, open eyes, open frown, and raised eyebrows. Samsung’s design shows upper teeth and tongue. Meaning widely varies, but may convey alarm, confusion, or sadness, as if gasping in shock or concern. Bears the same eyes and mouth as 😦 Frowning Face With Open Mouth on most platforms, but its eyebrows give it a more surprised expression.",U+1F627
smiley,Concerned & Negative,😨,Fearful Face,fearful-face,/fearful-face,"A face with small, open eyes, open frown, raised eyebrows, and a pale blue forehead, as if experiencing a cold flash. While intended to represent fear (less intense than 😱 Face Screaming in Fear ), it also conveys a wide variety of emotions, including feeling amazed, shocked, sad, upset, and cold . Bears the same expression as 😧 Anguished Face on most platforms. Unlike other vendors, Huawei's design shows this emoji holding a hand over its mouth, albeit differently to 🫢 Face with Open Eyes and Hand Over Mouth and 🤭 Face with Hand Over Mouth . Samsung’s design previously showed upper teeth and tongue.",U+1F628
smiley,Concerned & Negative,😰,Anxious Face with Sweat,anxious-face-with-sweat,/anxious-face-with-sweat,"A face with open eyes and a small, open frown. Its eyebrows are furrowed, with a single bead of cold sweat dripping down, and its forehead is pale blue, as if experiencing a cold flash. Samsung's design shows upper teeth and tongue. Meaning widely varies, but commonly conveys such feelings as sadness, disappointment, fear, and anxiety. Similar to 😥 Sad but Relieved Face , but with a blue head and larger frown. Not to be confused with 😢 Crying Face , 😪 Sleepy Face , or other emojis with tear or sweat droplets. Microsoft and Samsung previously featured smileys that appeared more excited in expression.",U+1F630
smiley,Concerned & Negative,😥,Sad but Relieved Face,sad-but-relieved-face,/sad-but-relieved-face,"A yellow face with small, open eyes, a slight frown, and furrowed eyebrows, from which a single bead of sweat drips, as if from concern or anxiety. Also known as Disappointed but Relieved Face , suggesting the smiley is upset but is grateful things didn’t turn out worse. Commonly conveys mild degrees of frustration and sadness. Not to be confused with 😢 Crying Face , 😪 Sleepy Face , or other emojis with tear or sweat droplets.",U+1F625
